codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao,ignicao
901008,,22,-23.000169,-43.346738,1740100982000,0.0,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],150786.3,279,1.0
901011,RIV8A74,53,-23.000918,-43.367393,1740099842000,0.0,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],161244.1,136,0.0
901018,,53,-22.920493,-43.396729,1740100700000,52.8,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],132047.299,198,1.0
901012,,22,-23.000728,-43.367285,1740099439000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],134821.6,85,0.0
901014,,22,-23.006505,-43.31287,1740100987000,0.0,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],160452.4,266,1.0
901007,,53,-23.000753,-43.366152,1740099705000,0.0,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],153783.6, ,0.0
901009,,40,-22.920113,-43.367855,1740100980000,2.2,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],116839.2,59,1.0
901013,,22,-23.000998,-43.364394,1740100795000,11.2,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],153917.0,234,1.0
901010,RJM8G30,35,-22.944457,-43.372127,1740100979000,56.2,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],167992.6, ,1.0
901015,,46,-23.001004,-43.364995,1740094837000,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],165168.7, ,0.0
901047,,52,-22.927819,-43.396054,1740100981000,10.4,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],38739.5,334,1.0
901017,,52,-23.000721,-43.367906,1740100718000,14.6,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],135965.8,79,1.0
901063,,51,-23.008669,-43.440368,1740100934000,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],226528.5,53,1.0
902319,,60,-22.849122,-43.397294,1740099174000,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],16094.4,110,0.0
901006,RJA9F56,22,-23.000898,-43.365618,1740100531000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],156162.4,252,1.0
901005,RJB8E53,51,-22.881475,-43.399831,1740100985000,60.2,,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],196432.0,188,1.0
901004,RJQ8J80,52,-22.857941,-43.392269,1740100801000,0.0,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],175627.9,241,1.0
902095,,40,-22.876905,-43.32975,1740099788000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],93648.7, ,0.0
902375,,51,-23.003613,-43.433609,1740100968000,21.1,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],3193.9,52,1.0
13409,KPY9733,10,-22.915786,-43.628365,1682554213000,0.0,,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),22420.5, ,
KXM6403 SAVEIRO,KXM6403,0,-23.000864,-43.363499,1740099667000,0.0,,,,19507.0, ,0.0
902090,,40,-22.876856,-43.329612,1740100099000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],92524.8, ,0.0
KRA7040 - GOL,KRA7040,0,-22.956928,-43.390555,1740094239000,0.0,,,,48527.4, ,0.0
902334,,60,-22.849188,-43.397423,1740100965000,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],59841.9,110,1.0
LSG7008 ACELLO INFRA,LSG7008,0,-22.964554,-43.391436,1737230583000,0.0,,,,49467.5, ,0.0
KXE9191 PKP,KXE9191,0,-22.971352,-43.400292,1740100609000,0.0,,,,11566.6, ,0.0
901057,,22,-22.964542,-43.391981,1740098099000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],209095.5,335,0.0
901003,RKM8C54,22,-23.00104,-43.364519,1740100462000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],164508.9,252,1.0
902455,,80,-22.89855,-43.211532,1740099670000,4.3,,volta,80 - TIG X PENHA (PARADOR) [VOLTA],62067.6,120,1.0
KWB9798 - APOIO VAN,KWB9798,0,-23.000835,-43.364992,1740099888000,0.0,,,,4274.7, ,0.0
901002,,52,-22.875741,-43.405414,1740100975000,16.9,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],140265.9,326,1.0
902313,,60,-22.853598,-43.383942,1740100974000,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],77928.1, ,1.0
902103,,35,-22.955331,-43.377251,1740100985000,29.7,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],101043.9,49,1.0
901001,RJD7J89,22,-23.000933,-43.365043,1740096825000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],148751.3,141,0.0
901050,,35,-23.000385,-43.368708,1740100315000,27.2,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],168618.6,355,1.0
901077,,52,-22.964503,-43.391746,1740100979000,0.0,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],145833.1, ,1.0
903045,,17,-22.920458,-43.607238,1740100980000,0.0,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],74005.9,177,1.0
902119,,41,-23.001009,-43.365437,1740100984000,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],99352.1, ,1.0
901058,,51,-22.965146,-43.391301,1740098940000,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],214375.1,81,0.0
902105,,41,-22.876353,-43.329943,1740100245000,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],96159.6, ,0.0
901071,,53,-22.9129,-43.400517,1740100859000,55.9,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],205552.4,327,1.0
903027,,42,-22.839633,-43.239601,1740100960000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],550.6,141,1.0
901066,,0,-23.001423,-43.367656,1740100924000,0.0,,,,195025.8,96,1.0
903026,,42,-22.841849,-43.275452,1740100974000,8.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],214624.1,82,1.0
903029,,42,-22.839775,-43.239502,1740100977000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],146761.4,148,1.0
902116,,35,-22.876411,-43.330421,1740099188000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],103446.2, ,0.0
902115,,0,-22.876017,-43.329414,1725089581000,0.0,,,,54751.3, ,0.0
903028,,38,-22.954934,-43.376845,1740100981000,58.4,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],212836.6,234,1.0
901061,,51,-22.85359,-43.384094,1740100977000,13.0,,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],235909.1,292,1.0
903030,,38,-22.876554,-43.329543,1740079433000,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],0.0, ,0.0
903057,,17,-22.920533,-43.60797,1687766399000,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],12199.8, ,
901051,,35,-22.96577,-43.391366,1740099825000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],152498.2, ,0.0
901064,,52,-22.925523,-43.397338,1740100969000,53.7,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],223999.6,153,1.0
902107,,43,-22.876337,-43.329757,1740100405000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],104899.5, ,0.0
901049,,51,-22.853893,-43.384062,1740100664000,0.0,,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],98714.2,132,1.0
901073,,53,-22.965718,-43.391312,1740100966000,0.0,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],26373.6, ,1.0
901048,,22,-22.964579,-43.39159,1740100712000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],170806.8, ,0.0
901065,,51,-23.008452,-43.439813,1740100986000,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],200846.1,70,1.0
903031,,42,-22.839954,-43.23944,1740100973000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],157453.6,141,1.0
902092,,40,-22.876425,-43.330248,1740096960000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],96685.3, ,0.0
903032,,38,-22.876605,-43.329522,1740099018000,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],138097.1, ,0.0
901075,,53,-22.965142,-43.391235,1740100974000,0.0,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],228059.8,302,1.0
903055,,17,-22.902163,-43.558633,1740100972000,26.1,,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],63994.9,256,1.0
902112,,40,-22.876432,-43.329923,1740094148000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],96893.1, ,0.0
903037,,17,-22.917827,-43.68424,1740100978000,0.0,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],80462.9,73,1.0
903002,,38,-22.984162,-43.36565,1740100980000,25.6,,volta,38 - ALVORADA X FUNDÃO (PARADOR) [VOLTA],26742.6,359,1.0
901080,,22,-23.00072,-43.367952,1740100866000,20.8,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],202898.4,88,1.0
902110,,43,-22.876437,-43.330285,1740098123000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],95916.7, ,0.0
902114,,0,-22.876846,-43.329889,1740100987000,0.4,,,,84246.3,259,1.0
902078,,41,-22.876509,-43.3297,1740097761000,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],98672.9, ,0.0
902111,,41,-22.876399,-43.330157,1740096250000,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],99554.5, ,0.0
902025,,40,-22.87639,-43.329716,1740099421000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],90719.4, ,0.0
903054,,17,-22.901106,-43.553167,1740100273000,0.0,,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],136678.0,79,1.0
903021,,38,-22.876103,-43.329665,1733324691000,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],156790.4, ,0.0
903056,,14,-22.920247,-43.60791,1740100690000,0.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],141058.6,175,0.0
903000,,42,-22.855733,-43.255599,1740100980000,41.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],161389.2,216,1.0
903058,,17,-22.919541,-43.607922,1740100572000,0.0,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],71873.6, ,0.0
901072,,53,-22.964464,-43.392174,1740100259000,0.0,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],178076.3, ,0.0
902045,,41,-22.876404,-43.329826,1740098036000,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],114014.0, ,0.0
903008,,42,-22.839743,-43.239625,1740100980000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],157460.8,143,1.0
903007,,42,-22.876075,-43.329373,1739878631000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],187800.9, ,0.0
903004,,42,-22.837789,-43.287089,1740100966000,49.2,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],144876.6,272,1.0
903006,,38,-22.972537,-43.386343,1740100973000,35.8,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],164555.5,127,1.0
901046,,35,-23.001946,-43.36468,1740100726000,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],4058.4,58,0.0
903005,,42,-22.85513,-43.2525,1740100984000,0.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],150268.2,104,1.0
903022,,42,-22.881888,-48.474795,1740097549000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],211997.7,102,0.0
903035,,17,-22.912908,-43.594553,1740100988000,0.0,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],12309.1,68,1.0
901059,,51,-22.965389,-43.391003,1740100577000,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],223254.6, ,0.0
903003,,42,-22.839251,-43.283152,1740100984000,3.2,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],144998.7,165,1.0
901019,,22,-22.965355,-43.391694,1740100853000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],164817.5,153,0.0
901020,,53,-23.001463,-43.328857,1740100983000,3.6,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],134081.299,112,1.0
901021,,35,-23.000796,-43.366241,1740094329000,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],151614.2,46,0.0
901022,,53,-23.000746,-43.365091,1740100017000,0.1,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],189374.2,91,0.0
901023,,22,-22.973314,-43.388081,1740100973000,49.1,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],220443.2,270,1.0
901024,,52,-22.968236,-43.39845,1740100939000,46.1,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],132278.0,220,1.0
901025,,35,-22.877506,-43.336856,1740100970000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],171765.8,307,1.0
901026,,51,-22.915502,-43.398187,1740100988000,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],215479.2,316,1.0
901027,,22,-23.000654,-43.332681,1740100980000,44.4,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],188727.0,274,1.0
901028,,52,-22.973342,-43.374815,1740100970000,58.7,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],149127.0,270,1.0
903001,,38,-22.848499,-43.265502,1740100985000,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],165840.5,300,1.0
901029,,35,-22.964615,-43.392037,1740098121000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],179560.2, ,0.0
901030,,51,-22.964681,-43.391593,1739602814000,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],112787.0, ,0.0
901031,,22,-22.964825,-43.392088,1740097908000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],169693.2,350,0.0
901032,,35,-23.00097,-43.365109,1740095111000,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],175855.4, ,0.0
901033,,35,-22.87301,-43.407882,1740100979000,58.3,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],169742.4,317,1.0
901034,,35,-23.001372,-43.368044,1740100792000,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],188675.6,138,1.0
901035,,53,-22.965194,-43.391284,1740100409000,0.0,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],175762.8, ,0.0
901036,,35,-22.941558,-43.372696,1740100982000,34.4,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],163643.8,180,1.0
901037,,52,-22.984179,-43.365703,1740100985000,0.0,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],158092.4,169,1.0
901038,,35,-22.964771,-43.392086,1740099923000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],179283.2, ,0.0
901039,,40,-22.96526,-43.391204,1740099562000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],167834.7,83,0.0
901040,,51,-23.008639,-43.440549,1740100989000,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],178419.0,79,1.0
901041,,35,-22.967484,-43.390819,1740100983000,2.2,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],162237.6,342,1.0
901042,,35,-22.965256,-43.391007,1740100982000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],164764.1,124,1.0
901043,,52,-22.965447,-43.391517,1740100973000,0.0,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],144208.0,155,1.0
901054,,53,-22.985385,-43.365814,1740100967000,41.6,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],4109.5,181,1.0
903009,,42,-22.877488,-43.33617,1740100974000,7.5,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],203158.9,20,1.0
903010,,42,-22.83984,-43.239574,1740100978000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],53465.7,155,1.0
903011,,42,-22.876631,-43.329893,1740100977000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],213143.9,3,1.0
903012,,42,-22.87657,-43.329484,1740061766000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],184628.2,87,0.0
903015,,14,-22.774634,-43.285613,1740077911000,0.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],151183.1, ,0.0
903016,,38,-22.893134,-43.348774,1740100987000,6.5,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],204924.2,223,1.0
903017,,42,-22.876853,-43.330402,1740099986000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],154063.2,178,0.0
903018,,38,-22.876629,-43.329403,1739426410000,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],97439.5, ,0.0
903019,,42,-22.839056,-43.240067,1740100972000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],118177.9,168,1.0
903020,,38,-22.87653,-43.329478,1740097696000,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],76154.1, ,0.0
903023,,38,-22.898172,-43.352606,1740100981000,1.2,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],148785.5,183,1.0
903024,,14,-22.919332,-43.60807,1740100192000,0.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],123892.4,268,0.0
903025,,14,-22.919143,-43.607246,1740099342000,0.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],79681.0, ,0.0
903013,,42,-22.820601,-43.234128,1740100985000,57.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],200744.0,306,1.0
903014,,38,-23.00101,-43.365172,1740100674000,0.0,,volta,38 - ALVORADA X FUNDÃO (PARADOR) [VOLTA],222775.1,264,1.0
902097,,40,-22.876431,-43.330028,1740095493000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],92994.8, ,0.0
901045,,50,-22.973372,-43.387467,1740100982000,55.2,,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],171626.5,82,1.0
901053,,52,-22.853707,-43.38441,1740100978000,14.6,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],126704.7,100,1.0
901060,,51,-22.964641,-43.392215,1740098328000,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],222605.6, ,0.0
903052,,17,-22.912123,-43.592557,1740100987000,46.6,,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],88700.9,249,1.0
903060,,17,-22.919459,-43.607783,1740096152000,0.1,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],147220.8,173,0.0
903063,,17,-22.934401,-43.665108,1740100980000,17.9,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],135544.3,38,1.0
901000,,35,-23.000998,-43.364922,1740099752000,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],154572.1,274,0.0
902113,,40,-22.876591,-43.329787,1740099668000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],87531.2, ,0.0
902118,,40,-22.876403,-43.329814,1740100734000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],81534.3, ,0.0
902117,,35,-22.973365,-43.37508,1740100963000,58.6,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],97148.5,270,1.0
901052,,22,-22.965432,-43.391775,1740100882000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],178214.9,321,0.0
901056,,43,-22.964635,-43.391695,1740099292000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],149141.6,72,0.0
902125,,25,-22.92085,-43.645911,1740098454000,0.0,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],126324.0, ,0.0
901044,,22,-23.000791,-43.365882,1740097999000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],174907.6, ,0.0
903033,,42,-22.83901,-43.240171,1740100975000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],89051.8,146,1.0
903034,,14,-22.920292,-43.607309,1740099523000,0.0,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],1549.4,175,0.0
902049,,46,-22.854462,-43.251702,1740099656000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],107361.9, ,0.0
902020,,40,-22.876419,-43.33043,1740099145000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],124661.5, ,0.0
902022,,35,-22.892785,-43.348427,1740100987000,0.3,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],120598.0,25,1.0
901092,,35,-22.965274,-43.3912,1740093837000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],125415.2,46,0.0
901093,,51,-23.000994,-43.365137,1740095879000,0.1,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],209529.3,137,0.0
902023,,46,-23.001313,-43.365536,1740100751000,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],154357.4, ,1.0
902059,,46,-22.929199,-43.373342,1740100978000,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],171940.5,352,1.0
902056,,46,-22.988829,-43.365853,1740100976000,40.6,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],179951.6,180,1.0
901091,,0,-22.964618,-43.391642,1740100517000,0.0,,,,3972.2,60,0.0
901096,,53,-22.96393,-43.390235,1740100979000,41.3,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],161950.8, ,1.0
901086,,22,-22.964552,-43.392128,1740099880000,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],6110.6,354,0.0
902032,,40,-22.876407,-43.330319,1740098625000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],140007.6, ,0.0
902024,,43,-22.839372,-43.240496,1740098826000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],169669.8,47,0.0
901094,,35,-23.001452,-43.367876,1740100970000,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],167765.8,90,1.0
902027,,46,-22.839824,-43.240027,1740096016000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],175655.9, ,0.0
902031,,31,-22.854764,-43.251915,1740099881000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],169926.4, ,0.0
902028,,46,-23.001437,-43.367658,1740100814000,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],165541.8, ,1.0
902029,,43,-22.876338,-43.329825,1740097913000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],136764.2, ,0.0
902018,,50,-22.965329,-43.391673,1740100984000,0.0,,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],164917.4, ,0.0
902046,,46,-22.853207,-43.313767,1740100984000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],153364.0,265,1.0
902010,,50,-23.00116,-43.329454,1740100974000,13.2,,volta,50 - JARDIM OCEÂNICO X  TERMINAL CENTRO OLIMPICO (PARADOR) [VOLTA],151194.8,301,1.0
902026,,31,-22.855051,-43.251837,1740099623000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],142320.7, ,0.0
901089,,53,-22.989263,-43.365664,1740100988000,39.7,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],211918.5,1,1.0
86850,,14,-23.008182,-43.442758,1683116573000,0.0,,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA,7855.3, ,
901062,,51,-22.964613,-43.392159,1740092986000,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],240541.2,348,0.0
902033,,31,-22.854739,-43.251929,1740100969000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],179854.1, ,1.0
902053,,31,-22.854285,-43.251879,1740099774000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],163455.8, ,0.0
902035,,31,-23.001451,-43.364641,1740100977000,0.0,,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],134769.6, ,1.0
E902000,,31,-22.854846,-43.252085,1740096904000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],90881.1, ,0.0
901067,,53,-22.954544,-43.391573,1740100960000,59.8,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],26261.3,40,1.0
E902004,,38,-22.839934,-43.239404,1740100975000,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],155652.1, ,1.0
902062,,0,-22.839834,-43.240139,1740097769000,0.0,,,,154741.9, ,0.0
902048,,31,-22.839476,-43.240394,1740098706000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],146068.7,19,0.0
902058,,46,-22.879074,-43.337904,1740100987000,46.5,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],166979.2,89,1.0
902021,,46,-22.854526,-43.25147,1740100982000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],132143.0, ,1.0
901068,,22,-23.000784,-43.367658,1740097935000,24.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],208526.4,92,1.0
